"Time"," - GET /api 200"," - GET /metrics 200"
2022-08-23 14:30:30,1.0909090909090908,12
2022-08-23 14:31:00,1.0908892565589716,11.999781822148687
2022-08-23 14:31:30,1.0908892565589716,11.999781822148687
2022-08-23 14:32:00,1.0909289259804724,12.000218185785197
2022-08-23 14:32:30,1.0909090909090908,12
2022-08-23 14:33:00,1.0909090909090908,12
2022-08-23 14:33:30,1.0909289259804724,12.000218185785197
2022-08-23 14:34:00,1.0908892565589716,11.999781822148687
2022-08-23 14:34:30,1.0909289259804724,12.000218185785197
2022-08-23 14:35:00,1.0909090909090908,12
2022-08-23 14:35:30,1.0909090909090908,12
2022-08-23 14:36:00,1.0908892565589716,11.999781822148687
2022-08-23 14:36:30,1.0909090909090908,12
2022-08-23 14:37:00,1.0909090909090908,12
2022-08-23 14:37:30,1.0908892565589716,11.999781822148687
2022-08-23 14:38:00,1.0908892565589716,11.999781822148687
2022-08-23 14:38:30,1.0908892565589716,11.999781822148687
2022-08-23 14:39:00,1.0909090909090908,12
2022-08-23 14:39:30,1.0909289259804724,12.000218185785197
2022-08-23 14:40:00,1.0908892565589716,11.999781822148687
2022-08-23 14:40:30,1.0909289259804724,12.000218185785197
2022-08-23 14:41:00,1.0909289259804724,12.000218185785197
2022-08-23 14:41:30,1.0908892565589716,11.999781822148687
2022-08-23 14:42:00,0,12
2022-08-23 14:42:30,1.0908892565589716,11.999781822148687
2022-08-23 14:43:00,0,11.999781822148687
2022-08-23 14:43:30,1.0908892565589716,11.999781822148687
2022-08-23 14:44:00,1.0909289259804724,12.000218185785197
2022-08-23 14:44:30,1.0908892565589716,11.999781822148687
2022-08-23 14:45:00,1.0909289259804724,12.000218185785197
2022-08-23 14:45:30,1.0909289259804724,12.000218185785197
2022-08-23 14:46:00,1.0909090909090908,12
2022-08-23 14:46:30,0,12
2022-08-23 14:47:00,1.0909090909090908,12
2022-08-23 14:47:30,1.0909090909090908,12
2022-08-23 14:48:00,1.0909090909090908,12
2022-08-23 14:48:30,1.0909289259804724,12.000218185785197
2022-08-23 14:49:00,0,12
2022-08-23 14:49:30,1.0909289259804724,12.000218185785197
2022-08-23 14:50:00,1.0909090909090908,12
2022-08-23 14:50:30,1.0908892565589716,11.999781822148687
2022-08-23 14:51:00,1.0909090909090908,12
2022-08-23 14:51:30,0,11.999781822148687
2022-08-23 14:52:00,1.0909090909090908,12
2022-08-23 14:52:30,1.0908892565589716,11.999781822148687
2022-08-23 14:53:00,1.0909090909090908,12
2022-08-23 14:53:30,1.0909090909090908,12
2022-08-23 14:54:00,0,12
2022-08-23 14:54:30,1.0908892565589716,11.999781822148687
2022-08-23 14:55:00,1.0909090909090908,12
2022-08-23 14:55:30,1.0908892565589716,11.999781822148687
2022-08-23 14:56:00,1.0909289259804724,12.000218185785197
2022-08-23 14:56:30,0,12.000218185785197
2022-08-23 14:57:00,1.0908892565589716,11.999781822148687
2022-08-23 14:57:30,1.0909090909090908,12
2022-08-23 14:58:00,0,12
2022-08-23 14:58:30,1.0909289259804724,12.000218185785197
2022-08-23 14:59:00,1.0909289259804724,12.000218185785197
2022-08-23 14:59:30,0,12.000218185785197
2022-08-23 15:00:00,1.0909090909090908,12
2022-08-23 15:00:30,0,11.999781822148687
2022-08-23 15:01:00,1.0909090909090908,12
2022-08-23 15:01:30,1.0909289259804724,12.000218185785197
2022-08-23 15:02:00,0,12
2022-08-23 15:02:30,1.0909090909090908,12
2022-08-23 15:03:00,1.0909289259804724,12.000218185785197
2022-08-23 15:03:30,0,12
2022-08-23 15:04:00,1.0909090909090908,12
2022-08-23 15:04:30,1.0909289259804724,12.000218185785197
2022-08-23 15:05:00,0,12
2022-08-23 15:05:30,1.0909090909090908,12
2022-08-23 15:06:00,1.0909090909090908,12
2022-08-23 15:06:30,0,12
2022-08-23 15:07:00,1.0909289259804724,12.000218185785197
2022-08-23 15:07:30,1.0909289259804724,12.000218185785197
2022-08-23 15:08:00,0,12
2022-08-23 15:08:30,1.0908892565589716,11.999781822148687
2022-08-23 15:09:00,0,12.000218185785197
2022-08-23 15:09:30,0,12
2022-08-23 15:10:00,1.0909289259804724,12.000218185785197
2022-08-23 15:10:30,0,12
2022-08-23 15:11:00,0,11.999781822148687
2022-08-23 15:11:30,1.0909090909090908,12
2022-08-23 15:12:00,0,12
2022-08-23 15:12:30,0,11.999781822148687
2022-08-23 15:13:00,1.0908892565589716,11.999781822148687
2022-08-23 15:13:30,1.0908892565589716,11.999781822148687
2022-08-23 15:14:00,0,11.999781822148687
2022-08-23 15:14:30,1.0909090909090908,12
2022-08-23 15:15:00,1.0909289259804724,12.000218185785197
2022-08-23 15:15:30,0,12.000218185785197
2022-08-23 15:16:00,1.0909289259804724,12.000218185785197
2022-08-23 15:16:30,1.0909090909090908,12
2022-08-23 15:17:00,0,11.999781822148687
2022-08-23 15:17:30,1.0909090909090908,12
2022-08-23 15:18:00,1.0909289259804724,12.000218185785197
2022-08-23 15:18:30,0,12
2022-08-23 15:19:00,1.0909289259804724,12.000218185785197
2022-08-23 15:19:30,1.0909090909090908,12
2022-08-23 15:20:00,0,12
2022-08-23 15:20:30,1.0909289259804724,12.000218185785197
2022-08-23 15:21:00,1.0909090909090908,12
2022-08-23 15:21:30,0,12
2022-08-23 15:22:00,0,12
2022-08-23 15:22:30,1.0909090909090908,12
2022-08-23 15:23:00,1.0908892565589716,11.999781822148687
2022-08-23 15:23:30,0,12.000218185785197
2022-08-23 15:24:00,1.0909090909090908,12
2022-08-23 15:24:30,1.0909090909090908,12
2022-08-23 15:25:00,0,12.000218185785197
2022-08-23 15:25:30,1.0909289259804724,12.000218185785197
2022-08-23 15:26:00,1.0909289259804724,12.000218185785197
2022-08-23 15:26:30,0,12.000218185785197
2022-08-23 15:27:00,0,11.999781822148687
2022-08-23 15:27:30,1.0909289259804724,12.000218185785197
2022-08-23 15:28:00,1.0909090909090908,12
2022-08-23 15:28:30,0,12
2022-08-23 15:29:00,1.0909289259804724,12.000218185785197
2022-08-23 15:29:30,1.0909090909090908,12
2022-08-23 15:30:00,0,11.999781822148687
2022-08-23 15:30:30,0,11.999781822148687
2022-08-23 15:31:00,1.0909090909090908,12
2022-08-23 15:31:30,0,12
2022-08-23 15:32:00,0,12
2022-08-23 15:32:30,0,12
2022-08-23 15:33:00,0,11.999781822148687
2022-08-23 15:33:30,0,12
2022-08-23 15:34:00,0,12.000218185785197
2022-08-23 15:34:30,0,12
2022-08-23 15:35:00,0,12
2022-08-23 15:35:30,0,12
2022-08-23 15:36:00,0,12.000218185785197
2022-08-23 15:36:30,0,12
2022-08-23 15:37:00,0,11.999781822148687
2022-08-23 15:37:30,0,12
2022-08-23 15:38:00,0,12.000218185785197
2022-08-23 15:38:30,0,12
2022-08-23 15:39:00,0,12
2022-08-23 15:39:30,0,12
2022-08-23 15:40:00,0,12
2022-08-23 15:40:30,0,12
2022-08-23 15:41:00,0,12
2022-08-23 15:41:30,0,11.999781822148687
2022-08-23 15:42:00,0,12
2022-08-23 15:42:30,0,12
2022-08-23 15:43:00,0,11.999781822148687
2022-08-23 15:43:30,0,12
2022-08-23 15:44:00,0,8.727272727272727
2022-08-23 15:44:30,,10.055599999999998
2022-08-23 15:45:00,,12
2022-08-23 15:45:30,,12
2022-08-23 15:46:00,,12
2022-08-23 15:46:30,,12
2022-08-23 15:47:00,,12.000218185785197
2022-08-23 15:47:30,,12
2022-08-23 15:48:00,,9.818003309030745
2022-08-23 15:48:30,,9.818003309030745
2022-08-23 15:49:00,,12
2022-08-23 15:49:30,1.1389,12
2022-08-23 15:50:00,3.1666800000000004,12
2022-08-23 15:50:30,1.0909289259804724,12.000218185785197
2022-08-23 15:51:00,0,7.636502481863307
2022-08-23 15:51:30,,6.024666666666667
2022-08-23 15:52:00,,9.818181818181817
2022-08-23 15:52:30,2.1852,12
2022-08-23 15:53:00,4.363636363636363,12
2022-08-23 15:53:30,3.272667769676915,11.999781822148687
2022-08-23 15:54:00,3.272786777941417,12.000218185785197
2022-08-23 15:54:30,2.1818181818181817,12
2022-08-23 15:55:00,3.2727272727272725,12
2022-08-23 15:55:30,3.2727272727272725,12
2022-08-23 15:56:00,2.1818181818181817,12
2022-08-23 15:56:30,2.1818181818181817,12
2022-08-23 15:57:00,2.1818181818181817,12
2022-08-23 15:57:30,2.181857851960945,12.000218185785197
2022-08-23 15:58:00,2.1818181818181817,12
2022-08-23 15:58:30,2.1818181818181817,12
2022-08-23 15:59:00,2.1818181818181817,12
2022-08-23 15:59:30,2.1818181818181817,12
2022-08-23 16:00:00,2.1818181818181817,12
2022-08-23 16:00:30,2.1818181818181817,12
2022-08-23 16:01:00,2.1818181818181817,12
2022-08-23 16:01:30,1.0909289259804724,12.000218185785197
2022-08-23 16:02:00,1.0909090909090908,12
2022-08-23 16:02:30,2.1818181818181817,12
2022-08-23 16:03:00,2.181857851960945,12.000218185785197
2022-08-23 16:03:30,1.0909289259804724,12.000218185785197
2022-08-23 16:04:00,1.0908892565589716,11.999781822148687
2022-08-23 16:04:30,1.0909090909090908,12
2022-08-23 16:05:00,2.181857851960945,12.000218185785197
2022-08-23 16:05:30,1.0909090909090908,12
2022-08-23 16:06:00,1.0908892565589716,11.999781822148687
2022-08-23 16:06:30,2.181857851960945,12.000218185785197
2022-08-23 16:07:00,1.0908892565589716,11.999781822148687
2022-08-23 16:07:30,1.0909090909090908,12
2022-08-23 16:08:00,2.1817785131179432,11.999781822148687
2022-08-23 16:08:30,1.0909289259804724,12.000218185785197
2022-08-23 16:09:00,1.0909289259804724,12.000218185785197
2022-08-23 16:09:30,1.0909090909090908,12
2022-08-23 16:10:00,1.0909090909090908,12
2022-08-23 16:10:30,1.0908892565589716,11.999781822148687
2022-08-23 16:11:00,1.0908892565589716,11.999781822148687
2022-08-23 16:11:30,1.0909289259804724,12.000218185785197
2022-08-23 16:12:00,1.0908892565589716,11.999781822148687
